,a,b,c,d,e
2017-01-03 17:00:00,-11.784,-6.319999999999999,7.068,-1.020000000000001,-8.020999999999995
2017-01-03 18:00:00,-11.685,-5.709,6.159999999999999,-1.4440000000000008,-6.977999999999995
2017-01-03 19:00:00,-11.934000000000001,-6.356999999999999,5.981999999999999,-1.409000000000001,-5.692999999999995
2017-01-03 20:00:00,-11.842,-7.396999999999999,6.600999999999999,-3.8840000000000012,-4.989999999999995
2017-01-03 21:00:00,-12.318000000000001,-6.733999999999999,7.754,-4.3690000000000015,-4.680999999999995
2017-01-03 22:00:00,-11.694,-6.621999999999999,7.685,-4.910000000000002,-5.754999999999995
2017-01-03 23:00:00,-11.289000000000001,-7.779999999999999,8.408,-2.838000000000002,-5.844999999999994
2017-01-04 00:00:00,-13.466000000000001,-7.3069999999999995,7.5809999999999995,-3.365000000000002,-4.016999999999994
2017-01-04 01:00:00,-13.450000000000001,-7.377999999999999,8.241999999999999,-4.8050000000000015,-4.443999999999994
2017-01-04 02:00:00,-13.148000000000001,-7.252999999999999,7.762999999999999,-7.604000000000001,-5.951999999999994
2017-01-04 03:00:00,-14.294,-7.0569999999999995,7.640999999999999,-9.324000000000002,-7.358999999999994
2017-01-04 04:00:00,-13.727,-5.76,7.222999999999999,-8.469000000000001,-8.056999999999993
2017-01-04 05:00:00,-11.693000000000001,-5.8149999999999995,5.2719999999999985,-7.4540000000000015,-7.510999999999993
2017-01-04 06:00:00,-12.697000000000001,-6.837999999999999,5.663999999999999,-8.464000000000002,-6.140999999999993
2017-01-04 07:00:00,-13.709000000000001,-5.593999999999999,5.135999999999999,-8.130000000000003,-5.895999999999993
2017-01-04 08:00:00,-14.761000000000001,-7.3549999999999995,4.840999999999999,-7.319000000000003,-5.272999999999993
2017-01-04 09:00:00,-13.183000000000002,-5.7749999999999995,6.117999999999999,-6.357000000000003,-5.744999999999992
2017-01-04 10:00:00,-13.046000000000001,-4.077999999999999,7.002999999999999,-5.729000000000003,-3.4169999999999923
2017-01-04 11:00:00,-12.775,-2.3249999999999993,7.794,-5.942000000000003,-1.8639999999999923
2017-01-04 12:00:00,-13.717,-0.3409999999999993,8.863,-6.757000000000003,-3.1429999999999922
2017-01-04 13:00:00,-12.834,-0.06799999999999928,8.758,-6.290000000000004,-3.680999999999992
2017-01-04 14:00:00,-12.917,-0.35799999999999926,9.334,-6.320000000000004,-4.374999999999992
2017-01-04 15:00:00,-13.026,-0.46599999999999925,9.594999999999999,-5.623000000000004,-3.358999999999992
2017-01-04 16:00:00,-12.431,0.7660000000000007,11.735,-4.095000000000004,-2.696999999999992
2017-01-04 17:00:00,-13.119,-0.9659999999999993,12.998,-4.574000000000004,-3.499999999999992
2017-01-04 18:00:00,-12.437,1.3480000000000008,13.157,-3.0340000000000042,-4.218999999999992
2017-01-04 19:00:00,-11.190999999999999,-0.919999999999999,15.358,-4.493000000000004,-5.795999999999992
2017-01-04 20:00:00,-9.18,-2.1519999999999992,15.251000000000001,-3.711000000000004,-7.914999999999992
2017-01-04 21:00:00,-10.556,-3.9479999999999995,14.790000000000001,-4.556000000000004,-10.435999999999993
2017-01-04 22:00:00,-10.0,-4.175999999999999,14.838000000000001,-3.5810000000000035,-9.105999999999993
2017-01-04 23:00:00,-10.118,-4.728,14.137,-4.603000000000003,-8.860999999999994
2017-01-05 00:00:00,-11.604000000000001,-4.06,14.434000000000001,-3.9120000000000035,-9.161999999999994
2017-01-05 01:00:00,-12.557,-3.8779999999999997,15.044,-5.207000000000003,-7.770999999999994
2017-01-05 02:00:00,-11.938,-3.6339999999999995,14.16,-5.759000000000004,-9.112999999999994
2017-01-05 03:00:00,-13.429,-3.079999999999999,13.514,-5.918000000000004,-8.998999999999993
2017-01-05 04:00:00,-12.84,-3.5749999999999993,12.911,-3.932000000000004,-8.938999999999993
2017-01-05 05:00:00,-11.55,-4.637999999999999,11.894,-4.028000000000004,-9.462999999999994
2017-01-05 06:00:00,-10.683,-3.999999999999999,10.85,-4.817000000000004,-9.908999999999994
2017-01-05 07:00:00,-9.434,-3.376999999999999,11.171999999999999,-5.144000000000004,-9.092999999999993
2017-01-05 08:00:00,-8.488,-4.513999999999999,11.383,-4.9200000000000035,-10.851999999999993
2017-01-05 09:00:00,-8.434999999999999,-5.869999999999999,11.084999999999999,-6.744000000000003,-13.000999999999994
2017-01-05 10:00:00,-7.660999999999999,-6.305999999999999,10.704999999999998,-6.892000000000003,-13.158999999999994
2017-01-05 11:00:00,-7.704999999999998,-5.382999999999999,12.373999999999999,-7.175000000000003,-12.175999999999993
2017-01-05 12:00:00,-8.254999999999999,-5.557999999999999,10.634999999999998,-7.099000000000004,-11.942999999999993
2017-01-05 13:00:00,-7.872999999999999,-5.318999999999999,10.190999999999997,-6.898000000000004,-13.051999999999992
2017-01-05 14:00:00,-7.789,-6.071999999999999,12.452999999999998,-3.918000000000004,-12.848999999999993
2017-01-05 15:00:00,-6.276,-6.123999999999999,11.420999999999998,-2.321000000000004,-12.012999999999993
2017-01-05 16:00:00,-6.724,-6.421999999999999,12.524999999999999,-1.2900000000000043,-12.471999999999992
2017-01-05 17:00:00,-6.646,-4.0219999999999985,11.836999999999998,-1.9240000000000044,-12.880999999999993
2017-01-05 18:00:00,-8.947,-3.1679999999999984,10.656999999999998,-2.0010000000000043,-13.183999999999994
2017-01-05 19:00:00,-8.075999999999999,-3.600999999999998,11.868999999999998,-1.0960000000000043,-12.548999999999994
2017-01-05 20:00:00,-8.963,-4.232999999999998,11.104999999999999,-0.6590000000000042,-12.691999999999995
2017-01-05 21:00:00,-10.367999999999999,-4.000999999999998,11.328,-0.9270000000000043,-11.968999999999994
2017-01-05 22:00:00,-10.703,-3.753999999999998,12.495,-1.4080000000000044,-11.156999999999995
2017-01-05 23:00:00,-10.677,-3.9839999999999978,13.328999999999999,-2.2850000000000046,-10.550999999999995
2017-01-06 00:00:00,-9.203999999999999,-4.6519999999999975,12.203999999999999,-4.8060000000000045,-10.290999999999995
2017-01-06 01:00:00,-9.826999999999998,-4.671999999999997,12.707999999999998,-5.464000000000005,-9.867999999999995
2017-01-06 02:00:00,-8.850999999999999,-3.8509999999999973,11.301999999999998,-6.168000000000005,-8.484999999999996
2017-01-06 03:00:00,-7.872999999999999,-4.735999999999997,9.738999999999997,-5.865000000000005,-9.200999999999995
2017-01-06 04:00:00,-7.571,-4.412999999999997,8.420999999999998,-4.916000000000005,-8.626999999999995
2017-01-06 05:00:00,-7.271999999999999,-5.457999999999997,8.938999999999998,-7.650000000000005,-9.096999999999996
2017-01-06 06:00:00,-7.707999999999999,-6.203999999999997,8.711999999999998,-7.054000000000005,-7.567999999999996
2017-01-06 07:00:00,-7.933999999999999,-7.521999999999997,9.784999999999998,-5.2290000000000045,-7.308999999999996
2017-01-06 08:00:00,-8.578999999999999,-7.983999999999996,10.329999999999998,-5.957000000000004,-9.398999999999996
2017-01-06 09:00:00,-7.219999999999999,-7.827999999999997,9.377999999999998,-6.1330000000000044,-9.798999999999996
2017-01-06 10:00:00,-8.280999999999999,-5.991999999999996,9.176999999999998,-5.575000000000005,-8.190999999999995
2017-01-06 11:00:00,-9.658,-7.977999999999996,7.764999999999998,-5.179000000000005,-7.077999999999996
2017-01-06 12:00:00,-10.234,-8.385999999999996,7.861999999999998,-4.020000000000005,-7.186999999999996
2017-01-06 13:00:00,-9.344,-8.421999999999995,8.697,-5.206000000000005,-6.9279999999999955
2017-01-06 14:00:00,-8.357,-8.191999999999995,7.219999999999999,-4.671000000000005,-6.730999999999995
2017-01-06 15:00:00,-9.213,-10.050999999999995,5.876999999999999,-6.559000000000005,-5.969999999999995
2017-01-06 16:00:00,-9.962,-10.954999999999995,6.224999999999999,-6.243000000000005,-5.875999999999995
2017-01-06 17:00:00,-10.020999999999999,-10.308999999999994,6.136999999999999,-5.531000000000005,-5.399999999999995
2017-01-06 18:00:00,-9.6,-10.962999999999994,6.704999999999998,-6.9150000000000045,-5.223999999999995
2017-01-06 19:00:00,-9.937999999999999,-10.776999999999994,5.680999999999998,-8.006000000000004,-6.133999999999995
2017-01-06 20:00:00,-9.985999999999999,-11.191999999999993,5.671999999999998,-8.182000000000004,-5.960999999999995
2017-01-06 21:00:00,-8.908,-11.807999999999993,5.375999999999998,-7.897000000000004,-5.196999999999995
2017-01-06 22:00:00,-7.465999999999999,-11.281999999999993,4.210999999999998,-7.449000000000003,-5.645999999999995
2017-01-06 23:00:00,-8.338999999999999,-11.124999999999993,4.064999999999998,-6.230000000000003,-7.147999999999994
2017-01-07 00:00:00,-8.299,-10.679999999999993,4.096999999999998,-4.829000000000003,-6.782999999999994
2017-01-07 01:00:00,-7.954999999999999,-10.563999999999993,4.391999999999998,-5.805000000000003,-8.538999999999994
2017-01-07 02:00:00,-7.352999999999999,-9.654999999999992,5.770999999999997,-8.235000000000003,-9.551999999999994
2017-01-07 03:00:00,-6.728999999999999,-8.010999999999992,5.432999999999997,-7.249000000000003,-10.328999999999994
2017-01-07 04:00:00,-6.4479999999999995,-9.234999999999992,6.842999999999997,-5.785000000000004,-9.744999999999994
2017-01-07 05:00:00,-7.5889999999999995,-8.840999999999992,6.913999999999997,-6.0850000000000035,-11.175999999999995
2017-01-07 06:00:00,-7.247999999999999,-9.101999999999991,9.592999999999996,-9.024000000000004,-11.467999999999995
2017-01-07 07:00:00,-6.153999999999999,-8.248999999999992,9.900999999999996,-6.341000000000005,-11.663999999999994
2017-01-07 08:00:00,-6.511999999999999,-7.672999999999992,8.811999999999996,-5.896000000000004,-12.027999999999995
2017-01-07 09:00:00,-6.153999999999999,-7.359999999999992,8.364999999999997,-8.752000000000004,-9.996999999999995
2017-01-07 10:00:00,-4.683999999999999,-8.254999999999992,8.419999999999996,-9.320000000000004,-8.147999999999994
2017-01-07 11:00:00,-4.795999999999999,-7.777999999999992,7.169999999999996,-9.923000000000004,-6.586999999999994
2017-01-07 12:00:00,-4.366999999999999,-6.424999999999992,6.232999999999996,-9.890000000000004,-4.4329999999999945
2017-01-07 13:00:00,-5.863999999999999,-9.400999999999993,6.706999999999996,-10.948000000000004,-3.6439999999999944
2017-01-07 14:00:00,-5.841999999999999,-9.737999999999992,6.662999999999997,-12.423000000000004,-3.9529999999999945
2017-01-07 15:00:00,-6.089999999999999,-10.367999999999993,5.0559999999999965,-12.391000000000004,-3.1549999999999945
2017-01-07 16:00:00,-6.979999999999999,-10.308999999999994,5.836999999999996,-11.261000000000003,-5.160999999999994
2017-01-07 17:00:00,-6.6179999999999986,-11.184999999999993,5.738999999999996,-13.696000000000003,-4.042999999999994
2017-01-07 18:00:00,-4.118999999999998,-11.108999999999993,5.763999999999997,-12.703000000000003,-6.923999999999994
2017-01-07 19:00:00,-4.257999999999998,-11.608999999999993,5.950999999999997,-14.042000000000003,-8.507999999999994
2017-01-07 20:00:00,-4.481999999999998,-11.873999999999993,6.630999999999997,-12.361000000000004,-9.401999999999994
2017-01-07 21:00:00,-6.238999999999998,-11.330999999999994,6.844999999999997,-13.199000000000003,-9.896999999999993
2017-01-07 22:00:00,-7.718999999999998,-10.411999999999994,7.368999999999997,-12.942000000000004,-9.827999999999992
2017-01-07 23:00:00,-6.531999999999997,-10.662999999999993,8.411999999999997,-12.374000000000004,-10.085999999999991
2017-01-08 00:00:00,-6.980999999999997,-9.742999999999993,10.690999999999997,-13.760000000000003,-12.05499999999999
2017-01-08 01:00:00,-7.765999999999997,-10.146999999999993,10.362999999999998,-13.475000000000003,-10.81199999999999
2017-01-08 02:00:00,-5.240999999999998,-9.996999999999993,9.709999999999997,-13.965000000000003,-9.26999999999999
2017-01-08 03:00:00,-4.877999999999998,-11.064999999999992,9.901999999999997,-12.910000000000004,-8.54999999999999
2017-01-08 04:00:00,-4.463999999999999,-11.148999999999992,8.866999999999997,-13.553000000000004,-8.27899999999999
2017-01-08 05:00:00,-4.382999999999998,-10.147999999999993,10.313999999999997,-11.688000000000004,-9.50199999999999
2017-01-08 06:00:00,-5.240999999999998,-10.061999999999992,10.758999999999997,-13.812000000000005,-8.95799999999999
2017-01-08 07:00:00,-4.420999999999998,-9.137999999999993,10.982999999999997,-13.713000000000005,-10.67299999999999
2017-01-08 08:00:00,-4.266999999999998,-7.448999999999993,11.133999999999997,-13.132000000000005,-9.35199999999999
2017-01-08 09:00:00,-4.461999999999998,-6.244999999999993,10.385999999999997,-13.359000000000005,-9.29799999999999
2017-01-08 10:00:00,-4.155999999999998,-6.503999999999993,9.440999999999997,-14.667000000000005,-9.89899999999999
2017-01-08 11:00:00,-4.178999999999998,-6.750999999999993,9.845999999999997,-14.287000000000004,-10.307999999999991
2017-01-08 12:00:00,-5.052999999999997,-7.005999999999993,8.881999999999996,-14.641000000000004,-10.749999999999991
2017-01-08 13:00:00,-4.530999999999997,-6.438999999999993,10.505999999999997,-13.241000000000003,-10.60999999999999
2017-01-08 14:00:00,-5.321999999999997,-6.363999999999993,11.554999999999996,-13.262000000000004,-6.98599999999999
2017-01-08 15:00:00,-6.186999999999998,-6.151999999999993,13.442999999999996,-14.882000000000005,-7.4739999999999895
2017-01-08 16:00:00,-6.093999999999998,-6.513999999999993,12.504999999999995,-14.646000000000004,-8.07399999999999
2017-01-08 17:00:00,-6.556999999999998,-7.011999999999993,13.825999999999995,-14.098000000000004,-7.192999999999989
2017-01-08 18:00:00,-7.272999999999998,-8.268999999999993,13.399999999999995,-15.108000000000004,-4.969999999999989
2017-01-08 19:00:00,-7.466999999999998,-8.846999999999992,14.555999999999996,-14.335000000000004,-4.408999999999989
2017-01-08 20:00:00,-7.757999999999998,-9.029999999999992,12.445999999999996,-13.985000000000005,-4.660999999999989
2017-01-08 21:00:00,-6.456999999999998,-9.952999999999992,14.661999999999995,-14.639000000000005,-5.327999999999989
2017-01-08 22:00:00,-5.902999999999998,-11.644999999999992,13.011999999999995,-15.965000000000005,-7.662999999999989
2017-01-08 23:00:00,-6.234999999999998,-10.618999999999993,13.132999999999996,-15.260000000000005,-8.325999999999988
2017-01-09 00:00:00,-5.930999999999997,-10.464999999999993,12.057999999999996,-13.066000000000006,-9.092999999999988
2017-01-09 01:00:00,-6.411999999999997,-8.374999999999993,12.221999999999996,-13.272000000000006,-10.127999999999988
2017-01-09 02:00:00,-3.9059999999999975,-9.678999999999993,14.336999999999996,-13.017000000000005,-10.163999999999987
2017-01-09 03:00:00,-4.986999999999997,-10.414999999999994,12.068999999999996,-13.254000000000005,-8.793999999999986
2017-01-09 04:00:00,-4.298999999999998,-9.646999999999993,13.762999999999995,-14.300000000000004,-8.275999999999986
2017-01-09 05:00:00,-4.4179999999999975,-10.622999999999994,12.965999999999994,-13.125000000000004,-8.902999999999986
2017-01-09 06:00:00,-5.765999999999997,-11.104999999999993,14.777999999999993,-11.997000000000003,-7.332999999999986
2017-01-09 07:00:00,-5.076999999999997,-12.557999999999993,16.048999999999992,-12.685000000000004,-7.558999999999986
2017-01-09 08:00:00,-5.150999999999997,-13.467999999999993,16.98099999999999,-11.947000000000005,-8.784999999999986
2017-01-09 09:00:00,-5.394999999999997,-12.602999999999993,18.45499999999999,-12.501000000000005,-9.179999999999986
2017-01-09 10:00:00,-6.608999999999996,-12.146999999999993,18.624999999999993,-13.221000000000005,-7.606999999999985
2017-01-09 11:00:00,-6.114999999999997,-12.273999999999994,17.161999999999992,-13.145000000000005,-6.137999999999985
2017-01-09 12:00:00,-5.012999999999996,-11.385999999999994,16.26599999999999,-14.143000000000004,-5.670999999999985
2017-01-09 13:00:00,-4.5079999999999965,-10.789999999999994,16.73099999999999,-13.754000000000005,-4.854999999999985
2017-01-09 14:00:00,-3.6069999999999967,-12.470999999999993,17.53799999999999,-12.418000000000005,-4.799999999999986
2017-01-09 15:00:00,-3.5939999999999968,-12.951999999999993,18.70099999999999,-10.411000000000005,-4.670999999999985
2017-01-09 16:00:00,-2.9249999999999967,-13.933999999999992,19.25099999999999,-11.101000000000004,-4.489999999999985
2017-01-09 17:00:00,-1.1479999999999968,-13.047999999999993,19.59899999999999,-11.875000000000004,-3.702999999999985
2017-01-09 18:00:00,-2.616999999999997,-12.002999999999993,20.16799999999999,-10.593000000000004,-2.6459999999999853
2017-01-09 19:00:00,-2.7479999999999967,-12.552999999999994,21.131999999999987,-10.460000000000004,-3.674999999999985
2017-01-09 20:00:00,-2.0309999999999966,-13.767999999999994,20.255999999999986,-11.090000000000005,-3.9439999999999853
2017-01-09 21:00:00,-2.6839999999999966,-15.441999999999993,19.925999999999988,-11.794000000000006,-3.731999999999985
2017-01-09 22:00:00,-2.2699999999999965,-15.576999999999993,20.623999999999988,-9.588000000000006,-4.738999999999985
2017-01-09 23:00:00,-4.049999999999996,-15.245999999999993,19.76699999999999,-7.394000000000006,-4.874999999999985
2017-01-10 00:00:00,-5.439999999999996,-16.499999999999993,19.003999999999987,-9.131000000000007,-4.738999999999985
2017-01-10 01:00:00,-6.190999999999996,-16.105999999999995,17.293999999999986,-8.297000000000008,-4.887999999999985
2017-01-10 02:00:00,-7.131999999999996,-16.601999999999993,16.820999999999987,-8.631000000000007,-4.580999999999984
2017-01-10 03:00:00,-7.314999999999996,-16.435999999999993,17.209999999999987,-8.355000000000008,-5.9589999999999845
2017-01-10 04:00:00,-6.5529999999999955,-16.378999999999994,16.392999999999986,-8.576000000000008,-6.433999999999984
2017-01-10 05:00:00,-5.343999999999996,-16.729999999999993,15.553999999999986,-9.370000000000008,-6.890999999999984
2017-01-10 06:00:00,-4.524999999999996,-15.794999999999993,16.544999999999987,-8.546000000000008,-7.072999999999984
2017-01-10 07:00:00,-4.681999999999996,-15.422999999999993,16.233999999999988,-7.756000000000008,-5.305999999999985
2017-01-10 08:00:00,-4.824999999999996,-15.261999999999993,17.040999999999986,-7.750000000000008,-4.759999999999985
2017-01-10 09:00:00,-4.9919999999999956,-13.602999999999993,16.906999999999986,-7.519000000000008,-4.2539999999999845
2017-01-10 10:00:00,-4.224999999999995,-13.523999999999992,16.532999999999987,-6.979000000000008,-5.727999999999985
2017-01-10 11:00:00,-3.5269999999999953,-13.067999999999993,15.434999999999986,-7.405000000000008,-4.496999999999985
2017-01-10 12:00:00,-2.3849999999999953,-14.339999999999993,13.492999999999986,-8.128000000000009,-3.777999999999985
2017-01-10 13:00:00,-3.455999999999995,-14.679999999999993,13.760999999999987,-6.843000000000009,-2.789999999999985
2017-01-10 14:00:00,-3.634999999999995,-15.624999999999993,12.583999999999987,-6.855000000000008,-3.996999999999985
2017-01-10 15:00:00,-3.9269999999999947,-17.755999999999993,12.157999999999987,-8.474000000000009,-4.747999999999985
2017-01-10 16:00:00,-3.239999999999995,-19.241999999999994,11.717999999999988,-9.58500000000001,-7.593999999999985
2017-01-10 17:00:00,-3.256999999999995,-17.664999999999992,11.164999999999987,-8.95400000000001,-8.434999999999985
2017-01-10 18:00:00,-2.4799999999999947,-16.93099999999999,11.082999999999986,-7.145000000000009,-7.791999999999985
2017-01-10 19:00:00,-3.7449999999999948,-16.29899999999999,11.406999999999986,-7.13800000000001,-7.406999999999985
2017-01-10 20:00:00,-2.9189999999999947,-17.32799999999999,12.105999999999986,-6.87500000000001,-6.363999999999985
2017-01-10 21:00:00,-2.2669999999999946,-16.43399999999999,11.720999999999986,-6.34600000000001,-6.265999999999985
2017-01-10 22:00:00,-0.7909999999999946,-16.41699999999999,13.176999999999985,-6.18200000000001,-6.245999999999985
2017-01-10 23:00:00,-0.7859999999999946,-16.234999999999992,14.358999999999986,-6.16600000000001,-7.607999999999985
2017-01-11 00:00:00,0.5160000000000055,-17.24799999999999,13.331999999999987,-4.468000000000011,-6.6239999999999855
2017-01-11 01:00:00,-0.48499999999999444,-18.02099999999999,13.090999999999987,-5.1430000000000105,-6.736999999999986
2017-01-11 02:00:00,0.1830000000000056,-20.13599999999999,12.426999999999987,-5.59400000000001,-6.220999999999986
2017-01-11 03:00:00,-1.4329999999999945,-20.186999999999987,13.046999999999986,-5.70500000000001,-5.2279999999999855
2017-01-11 04:00:00,-1.0599999999999945,-17.785999999999987,11.353999999999987,-7.807000000000009,-4.172999999999986
2017-01-11 05:00:00,0.02100000000000546,-17.524999999999988,11.204999999999988,-6.182000000000009,-4.909999999999986
2017-01-11 06:00:00,1.1190000000000055,-18.145999999999987,12.117999999999988,-4.926000000000009,-6.428999999999986
2017-01-11 07:00:00,2.7460000000000058,-20.154999999999987,11.677999999999988,-5.320000000000009,-7.638999999999986
2017-01-11 08:00:00,3.6020000000000056,-18.823999999999987,10.987999999999989,-4.639000000000009,-5.877999999999986
2017-01-11 09:00:00,4.340000000000005,-19.360999999999986,10.99999999999999,-3.9280000000000093,-5.230999999999986
2017-01-11 10:00:00,3.507000000000005,-17.833999999999985,11.80799999999999,-3.502000000000009,-5.816999999999986
2017-01-11 11:00:00,4.096000000000005,-18.437999999999985,12.29499999999999,-2.938000000000009,-4.298999999999986
2017-01-11 12:00:00,5.061000000000005,-18.374999999999986,11.62099999999999,-4.158000000000009,-3.916999999999986
